Repositorio;Nome;Estrelas;Anos;nº Releases;média CBO;desvio padão CBO;média LCOM;desvio padão LCOM;DIT máximo;LOC Total
fyhertz/libstreaming;libstreaming;3426;11.15;0;3.5730337078651684;4.534233432355297;23.292134831460675;66.18890267269528;5.0;6798.0
jtablesaw/tablesaw;tablesaw;3424;8.22;79;6.1686586985391765;6.664566104526307;109.23771580345286;482.1091477495386;6.0;47849.0
sherxon/AlgoDS;AlgoDS;3418;7.27;0;1.3380281690140845;0.831487077331865;1.4112676056338027;4.097046318266494;2.0;21217.0
ittianyu/BottomNavigationViewEx;BottomNavigationViewEx;3415;7.36;19;4.896551724137931;5.033301703695901;50.13793103448276;182.66395075674953;3.0;1371.0
yigit/android-priority-jobqueue;android-priority-jobqueue;3408;9.76;0;4.79155672823219;5.1950181589272635;10.839050131926122;44.939748055571904;11.0;14102.0
spring-cloud/spring-cloud-kubernetes;spring-cloud-kubernetes;3406;7.27;14;7.458424507658643;6.202537079840429;4.347921225382932;21.489740085424252;5.0;25317.0
lenve/JavaEETest;JavaEETest;3406;7.28;0;3.5194805194805197;3.38488001517823;3.2662337662337664;9.657136657047253;3.0;2133.0
alamkanak/Android-Week-View;Android-Week-View;3403;9.52;4;3.6296296296296298;7.066604549769695;238.33333333333334;1167.0265159322166;3.0;2003.0
shopizer-ecommerce/shopizer;shopizer;3402;11.34;18;7.940794809407948;9.72295375391657;34.16301703163017;130.89903810984725;6.0;53569.0
anggrayudi/android-hidden-api;android-hidden-api;3395;8.52;1;8.5;4.716990566028302;56.5;97.28437695745397;1.0;480.0
GitLqr/LQRWeChat;LQRWeChat;3387;7.12;0;5.005181347150259;7.77167529456884;18.935233160621763;73.9318650902494;4.0;17612.0
zhkl0228/unidbg;unidbg;3386;5.07;14;5.276446522501461;6.507480782434642;26.140268848626533;236.4092781111121;34.0;89470.0
avast/android-butterknife-zelezny;android-butterknife-zelezny;3385;10.25;8;4.926829268292683;5.799033745848082;11.317073170731707;33.484207434718115;7.0;1626.0
PlexPt/chatgpt-java;chatgpt-java;3367;1.29;20;5.849056603773585;6.244684460856605;1.5471698113207548;6.459061318961718;4.0;941.0
JabRef/jabref;jabref;3363;10.04;40;;;;;;
helidon-io/helidon;helidon;3362;5.57;94;5.710588528057733;5.756353138732066;22.940027373398035;158.4001949525461;15.0;338992.0
dariuszseweryn/RxAndroidBle;RxAndroidBle;3362;8.13;58;5.418454935622318;6.502459304902852;54.64592274678112;627.1586149271709;6.0;15305.0
Dimezis/BlurView;BlurView;3361;7.92;27;5.392857142857143;5.212206043196557;5.75;8.496322733983215;3.0;708.0
google/volley;volley;3359;7.16;9;5.190476190476191;5.95714095390324;12.285714285714286;80.44479010347925;31.0;9295.0
alibaba/fastjson2;fastjson2;3356;1.93;48;;;;;;
RoaringBitmap/RoaringBitmap;RoaringBitmap;3356;10.77;19;5.53921568627451;4.772274711371894;252.56699346405227;1790.2989600697724;7.0;73105.0
uber/AutoDispose;AutoDispose;3355;7.25;4;7.796992481203008;7.060170394007829;20.76691729323308;60.089893463975756;5.0;5399.0
kubernetes-client/java;java;3347;6.87;42;7.1645569620253164;9.388062191097982;242.88980472966344;2049.5420661981448;223.0;1930938.0
lukas-krecan/ShedLock;ShedLock;3338;7.28;0;5.836565096952908;4.692587819658612;6.7229916897506925;20.982930615130407;12.0;10271.0
phodal/migration;migration;3335;4.21;0;1.4166666666666667;0.6400954789890506;0.08333333333333333;0.2763853991962833;1.0;101.0
iammert/ScalingLayout;ScalingLayout;3334;6.48;4;3.3333333333333335;4.18108616049484;4.333333333333333;14.974051630144134;2.0;631.0
ivacf/archi;archi;3333;8.53;0;5.457142857142857;4.906804937418804;1.5285714285714285;2.9843469186092033;2.0;2029.0
spring-io/initializr;initializr;3332;10.79;15;6.004231311706629;5.994001150899836;31.475317348378;159.12996355337583;5.0;29866.0
google/bundletool;bundletool;3331;5.89;57;9.657243816254416;8.857812689516301;79.88574793875148;498.29414532194926;29.0;52103.0
luojilab/DDComponentForAndroid;DDComponentForAndroid;3328;6.54;4;3.0980392156862746;3.3210847623121773;6.705882352941177;18.65927106750081;3.0;1449.0
kevinsawicki/http-request;http-request;3321;12.42;0;2.238095238095238;1.715607955681126;78.50595238095238;1012.3543457669064;9.0;4876.0
woxingxiao/BubbleSeekBar;BubbleSeekBar;3317;7.38;12;4.9;6.7692934146285415;91.7;420.15157185631625;3.0;1958.0
spotbugs/spotbugs;spotbugs;3311;7.38;61;4.261124595469256;7.935799841454833;27.04247572815534;379.35401815751555;15.0;210989.0
trojan-gfw/igniter;igniter;3308;5.37;33;4.559322033898305;6.746259528024253;15.807909604519773;62.83290858073493;3.0;6122.0
Mojang/brigadier;brigadier;3307;9.52;3;6.623529411764705;5.4058279457032965;44.51764705882353;229.75560477140803;3.0;4309.0
sofastack/sofa-jraft;sofa-jraft;3446;5.05;29;6.181698485845951;8.314579120430905;74.58920342330481;311.66149458032123;18.0;145619.0
KingJA/LoadSir;LoadSir;3445;6.56;6;5.1891891891891895;4.323648595853237;4.013513513513513;11.908994151870125;3.0;1481.0
xcc3641/SeeWeather;SeeWeather;3444;8.09;2;4.9245283018867925;5.776821142579191;6.122641509433962;14.91339959104062;10.0;3101.0
crossoverJie/SSM;SSM;3441;7.76;10;3.188073394495413;3.9638787595360836;110.80275229357798;430.3248000875693;2.0;12864.0
FasterXML/jackson-databind;jackson-databind;3438;12.25;0;3.760586319218241;5.614343860614524;25.315757328990227;426.24940113352693;45.0;155919.0
guolindev/giffun;giffun;3435;5.15;0;5.382845188284519;6.827053514315703;25.338912133891213;126.73346240916027;6.0;22397.0
openhab/openhab1-addons;openhab1-addons;3433;10.51;14;5.373608903020668;9.547534617419299;143.0900900900901;4985.5584428187185;41.0;359292.0
rubensousa/PreviewSeekBar;PreviewSeekBar;3429;7.16;10;5.6521739130434785;6.203846602343294;28.17391304347826;62.805186835035705;2.0;1166.0
fyhertz/libstreaming;libstreaming;3426;11.15;0;3.5730337078651684;4.534233432355297;23.292134831460675;66.18890267269528;5.0;6798.0
jtablesaw/tablesaw;tablesaw;3424;8.22;79;6.1686586985391765;6.664566104526307;109.23771580345286;482.1091477495386;6.0;47849.0
sherxon/AlgoDS;AlgoDS;3418;7.27;0;1.3380281690140845;0.831487077331865;1.4112676056338027;4.097046318266494;2.0;21217.0
ittianyu/BottomNavigationViewEx;BottomNavigationViewEx;3415;7.36;19;4.896551724137931;5.033301703695901;50.13793103448276;182.66395075674953;3.0;1371.0
yigit/android-priority-jobqueue;android-priority-jobqueue;3408;9.76;0;4.79155672823219;5.1950181589272635;10.839050131926122;44.939748055571904;11.0;14102.0
spring-cloud/spring-cloud-kubernetes;spring-cloud-kubernetes;3406;7.27;14;7.458424507658643;6.202537079840429;4.347921225382932;21.489740085424252;5.0;25317.0
lenve/JavaEETest;JavaEETest;3406;7.28;0;3.5194805194805197;3.38488001517823;3.2662337662337664;9.657136657047253;3.0;2133.0
alamkanak/Android-Week-View;Android-Week-View;3403;9.52;4;3.6296296296296298;7.066604549769695;238.33333333333334;1167.0265159322166;3.0;2003.0
shopizer-ecommerce/shopizer;shopizer;3402;11.34;18;7.940794809407948;9.72295375391657;34.16301703163017;130.89903810984725;6.0;53569.0
anggrayudi/android-hidden-api;android-hidden-api;3395;8.52;1;8.5;4.716990566028302;56.5;97.28437695745397;1.0;480.0
GitLqr/LQRWeChat;LQRWeChat;3387;7.12;0;5.005181347150259;7.77167529456884;18.935233160621763;73.9318650902494;4.0;17612.0
zhkl0228/unidbg;unidbg;3386;5.07;14;5.276446522501461;6.507480782434642;26.140268848626533;236.4092781111121;34.0;89470.0
avast/android-butterknife-zelezny;android-butterknife-zelezny;3385;10.25;8;4.926829268292683;5.799033745848082;11.317073170731707;33.484207434718115;7.0;1626.0
FongMi/TV;TV;3380;1.75;0;6.467966573816156;8.762636178748442;115.15877437325905;799.5563950277026;4.0;34815.0
PlexPt/chatgpt-java;chatgpt-java;3367;1.29;20;5.849056603773585;6.244684460856605;1.5471698113207548;6.459061318961718;4.0;941.0
JabRef/jabref;jabref;3363;10.04;40;;;;;;
abel533/MyBatis-Spring-Boot;MyBatis-Spring-Boot;3363;8.26;0;5.2;3.7229020937972575;5.2;16.67213243709394;2.0;396.0
helidon-io/helidon;helidon;3362;5.57;94;5.710588528057733;5.756353138732066;22.940027373398035;158.4001949525461;15.0;338992.0
dariuszseweryn/RxAndroidBle;RxAndroidBle;3362;8.13;58;5.418454935622318;6.502459304902852;54.64592274678112;627.1586149271709;6.0;15305.0
Dimezis/BlurView;BlurView;3361;7.92;27;5.392857142857143;5.212206043196557;5.75;8.496322733983215;3.0;708.0
google/volley;volley;3359;7.16;9;5.190476190476191;5.95714095390324;12.285714285714286;80.44479010347925;31.0;9295.0
immutables/immutables;immutables;3358;10.71;11;4.6879053796260965;4.973593244309141;28.822968332697442;528.9498929602048;21.0;67877.0
alibaba/fastjson2;fastjson2;3356;1.93;48;;;;;;
uber/AutoDispose;AutoDispose;3355;7.25;4;7.796992481203008;7.060170394007829;20.76691729323308;60.089893463975756;5.0;5399.0
kubernetes-client/java;java;3347;6.87;42;7.1645569620253164;9.388062191097982;242.88980472966344;2049.5420661981448;223.0;1930938.0
lukas-krecan/ShedLock;ShedLock;3338;7.28;0;5.836565096952908;4.692587819658612;6.7229916897506925;20.982930615130407;12.0;10271.0
phodal/migration;migration;3335;4.21;0;1.4166666666666667;0.6400954789890506;0.08333333333333333;0.2763853991962833;1.0;101.0
iammert/ScalingLayout;ScalingLayout;3334;6.48;4;3.3333333333333335;4.18108616049484;4.333333333333333;14.974051630144134;2.0;631.0
ivacf/archi;archi;3333;8.53;0;5.457142857142857;4.906804937418804;1.5285714285714285;2.9843469186092033;2.0;2029.0
spring-io/initializr;initializr;3332;10.79;15;6.004231311706629;5.994001150899836;31.475317348378;159.12996355337583;5.0;29866.0
google/bundletool;bundletool;3331;5.89;57;9.657243816254416;8.857812689516301;79.88574793875148;498.29414532194926;29.0;52103.0
Suwayomi/Suwayomi-Server;Suwayomi-Server;3320;3.24;54;4.963503649635037;7.678682938241757;314.14233576642334;1601.825153631389;11.0;25734.0
woxingxiao/BubbleSeekBar;BubbleSeekBar;3317;7.38;12;4.9;6.7692934146285415;91.7;420.15157185631625;3.0;1958.0
spotbugs/spotbugs;spotbugs;3311;7.38;61;4.261124595469256;7.935799841454833;27.04247572815534;379.35401815751555;15.0;210989.0
Mojang/brigadier;brigadier;3307;9.52;3;6.623529411764705;5.4058279457032965;44.51764705882353;229.75560477140803;3.0;4309.0
coderbruis/JavaSourceCodeLearning;JavaSourceCodeLearning;3307;3.8;0;2.854889589905363;2.957813222164348;3.138801261829653;9.4675092318487;3.0;6045.0
WritingMinds/ffmpeg-android-java;ffmpeg-android-java;3306;9.53;8;2.9148936170212765;3.77466237596324;7.723404255319149;23.246781637382675;3.0;1306.0
dromara/dynamic-tp;dynamic-tp;3301;2.2;13;4.934426229508197;4.460183972016182;18.887295081967213;150.55749406427077;7.0;14967.0
actorapp/actor-platform;actor-platform;3294;8.76;97;4.870229007633588;6.566160004101628;17.236946564885496;299.7627174234461;6.0;134425.0
chenBingX/SuperTextView;SuperTextView;3293;6.93;33;3.3916666666666666;4.161922298916958;86.58333333333333;889.4638701987217;3.0;4733.0
gsantner/markor;markor;3289;6.58;66;6.916666666666667;9.455671431591847;119.69047619047619;912.9569302962565;9.0;28428.0
googlesamples/mlkit;mlkit;3287;3.82;1;7.584269662921348;8.196750505452158;7.51123595505618;31.864925376641516;4.0;9234.0
bytedeco/javacpp-presets;javacpp-presets;2552;9.93;11;9.622449725776965;8.282514821507792;154652.74215722122;15480986.859503994;71.0;641501.0
Kong/unirest-java;unirest-java;2550;12.95;69;5.323529411764706;5.207422957030956;69.5;301.2009096399186;7.0;16632.0
apache/incubator-fury;incubator-fury;2550;0.9;10;5.612934362934363;7.503396057344645;34.86776061776062;241.72455702777643;52.0;55568.0
AigeStudio/WheelPicker;WheelPicker;2544;8.31;0;4.285714285714286;5.872801368884133;143.95238095238096;371.3825490413171;3.0;1440.0
aicareles/Android-BLE;Android-BLE;2540;7.32;1;4.822222222222222;6.264676594965311;27.272222222222222;114.58882195608764;5.0;8238.0
ag2s20150909/TTS;TTS;2538;2.87;22;5.325581395348837;7.7840652087201425;17.953488372093023;58.53321596796293;2.0;2671.0
RaiMan/SikuliX1;SikuliX1;2537;6.04;9;4.027538726333907;5.380777826472994;167.07573149741825;1750.8882450311671;73.0;56435.0
apache/incubator-hugegraph;incubator-hugegraph;2529;5.68;12;7.899922420480993;8.826316967568062;95.21722265321955;1156.0038793646056;89.0;111864.0
apache/netbeans;netbeans;2527;6.56;43;4.765979322556691;6.4516126628169825;57.46614211458274;1356.5122605436068;196.0;4455723.0
mcxtzhang/ZLayoutManager;ZLayoutManager;2524;7.41;0;4.125;2.750946806707344;6.4375;19.05573650505275;3.0;1452.0
Guardsquare/proguard;proguard;2523;4.99;28;9.255613126079448;13.36392233341602;58.3419689119171;537.1106225733182;7.0;33283.0
android/animation-samples;animation-samples;2521;4.62;0;5.485915492957746;5.827008407302504;9.54225352112676;32.88790677168511;3.0;4470.0
elye/loaderviewlibrary;loaderviewlibrary;2519;7.58;0;4.636363636363637;4.518099505377882;11.090909090909092;19.47237925162224;3.0;326.0
iPaulPro/Android-ItemTouchHelper-Demo;Android-ItemTouchHelper-Demo;2515;8.78;3;5.230769230769231;4.509031043000875;3.5384615384615383;7.238947911396056;2.0;246.0
starcwang/easy_javadoc;easy_javadoc;2513;4.58;0;4.854368932038835;5.502705013521159;34.213592233009706;246.45630781116435;2.0;5105.0
nutzam/nutz;nutz;2511;12.79;23;3.9975;5.673754819341421;63.4635;504.38400417514237;5.0;86334.0
javaee-samples/javaee7-samples;javaee7-samples;2510;10.57;0;5.021596244131455;4.000059070735777;2.043192488262911;6.6698123901468;4.0;18378.0
TencentCloud/TIMSDK;TIMSDK;2508;5.18;59;4.223030933194697;5.952341688585748;20.448141408890045;148.31567424404292;9.0;161440.0
Zomato/AndroidPhotoFilters;AndroidPhotoFilters;2507;7.79;3;3.869565217391304;2.7235582197157955;4.0;6.763071080122004;2.0;820.0
team-supercharge/ShimmerLayout;ShimmerLayout;2505;6.85;0;5.75;7.119515432949071;87.75;151.987458364169;2.0;305.0
zjw-swun/AppMethodOrder;AppMethodOrder;2503;6.99;0;4.428571428571429;2.2587697572631282;20.428571428571427;20.742345526945204;3.0;149.0
fossasia/susi_server;susi_server;2500;7.52;1;8.486880466472304;11.515953057242616;47.10787172011662;303.63911854570694;5.0;28556.0
yanzhenjie/Album;Album;2499;7.39;0;5.868020304568528;5.90816716317456;26.944162436548222;146.4801988625639;7.0;7485.0
liyiorg/weixin-popular;weixin-popular;2498;9.92;47;2.436950146627566;5.1584552997603925;66.15542521994135;309.1376035917306;5.0;23406.0
apache/logging-flume;logging-flume;2488;12.62;0;5.155648535564853;6.0471681101672194;17.88702928870293;123.80161532582547;18.0;73353.0
wkeyuan/DWSurvey;DWSurvey;2487;6.78;7;5.62987012987013;6.245987074001057;70.48701298701299;364.0591723884576;4.0;15073.0
threedr3am/learnjavabug;learnjavabug;2487;5.89;0;3.1485148514851486;3.4927160564665956;10.432343234323433;61.05190031008821;3.0;9035.0
xtuhcy/gecco;gecco;2487;8.28;19;5.228571428571429;5.635782183186867;27.92142857142857;131.34698146823294;4.0;4730.0
oasisfeng/condom;condom;2487;6.99;11;4.830188679245283;7.679268462252348;192.06603773584905;1294.8014874355963;4.0;3964.0
Cleveroad/SlidingTutorial-Android;SlidingTutorial-Android;2485;8.45;0;5.9714285714285715;4.974137193154863;12.614285714285714;32.12933366306642;6.0;2413.0
nico2sh/materialish-progress;materialish-progress;2484;9.35;0;3.125;3.822221212855164;12.5625;46.34108429622682;3.0;826.0
nanchen2251/CompressHelper;CompressHelper;2483;7.02;6;5.2727272727272725;3.5952218060518524;24.181818181818183;44.86508701716571;2.0;689.0
SonicCloudOrg/sonic-server;sonic-server;2480;2.6;57;9.5875;7.576873393205581;7.575;23.385951088919462;5.0;6177.0
eclipsesource/J2V8;J2V8;2480;9.64;0;4.462365591397849;4.197351459972028;46.08960573476703;400.5319167601655;6.0;20876.0
litao0621/NiftyDialogEffects;NiftyDialogEffects;2479;9.65;3;3.36;4.288402966140192;17.92;85.96693317782135;2.0;438.0
alibaba/yugong;yugong;2476;8.06;4;4.6490066225165565;5.56502640431749;11.940397350993377;43.97700057955934;4.0;8201.0
LaiFeng-Android/SopCastComponent;SopCastComponent;2476;7.3;0;3.638888888888889;5.295802554038247;10.0;34.89614220427153;4.0;8914.0
drewnoakes/metadata-extractor;metadata-extractor;2473;9.35;34;5.279411764705882;4.7632694431905716;43.955882352941174;269.2624538661797;5.0;31269.0
JakeWharton/RxRelay;RxRelay;2473;8.24;0;2.830508474576271;3.556576826740068;13.627118644067796;61.39035928980776;10.0;2913.0
jdsjlzx/LRecyclerView;LRecyclerView;2469;7.85;36;4.64344262295082;5.099413140534449;11.639344262295081;52.21991102794727;8.0;17254.0
githubwing/ZoomHeader;ZoomHeader;2469;7.3;0;3.5833333333333335;3.5463204718255357;5.791666666666667;20.964213886737774;3.0;643.0
JakeWharton/Telecine;Telecine;2468;9.42;17;5.413043478260869;7.585959819918241;6.6521739130434785;25.319023086539318;2.0;1457.0
daimajia/AnimationEasingFunctions;AnimationEasingFunctions;2467;9.74;1;2.8378378378378377;4.8962948678733484;1.6216216216216217;2.684805608256788;2.0;500.0
MoRan1607/BigDataGuide;BigDataGuide;2461;4.31;0;;;;;;
square/tape;tape;2460;11.54;0;4.333333333333333;3.847798793538399;7.833333333333333;25.180459796349144;4.0;1786.0
huaban/jieba-analysis;jieba-analysis;2460;10.63;0;2.5714285714285716;2.7180425129200643;11.928571428571429;18.89241830438219;2.0;1027.0
konsoletyper/teavm;teavm;2459;10.5;13;5.485172581429266;8.346553053065623;98.04205153135635;922.4681013920348;48.0;289089.0
lbryio/lbry-android;lbry-android;2450;6.61;84;5.066951566951567;9.924490792362231;43.46011396011396;716.3946356932953;6.0;32320.0
Athou/commafeed;commafeed;2449;11.01;32;8.127853881278538;9.359004184266352;4.223744292237443;13.791009666594803;6.0;7510.0
Jay-Goo/RangeSeekBar;RangeSeekBar;2446;7.12;19;6.555555555555555;7.797593804232332;373.5;1104.0562208913498;3.0;1957.0
esoxjem/MovieGuide;MovieGuide;2609;8.3;0;5.8;5.938660817700596;10.707692307692307;23.765341977130074;2.0;1733.0
yizhiwazi/springboot-socks;springboot-socks;2607;6.49;0;3.951923076923077;2.8968809742028108;6.365384615384615;22.098145454865183;3.0;1603.0
Telegram-FOSS-Team/Telegram-FOSS;Telegram-FOSS;2607;10.09;68;6.519083969465649;13.195980043491808;55.441594177170245;834.1461795944963;1686.0;1323565.0
bin456789/Unblock163MusicClient-Xposed;Unblock163MusicClient-Xposed;2604;8.19;13;4.557377049180328;3.7219974813635406;19.639344262295083;85.35730740504214;2.0;3198.0
JetBrains/skija;skija;2604;3.96;0;6.482758620689655;5.692665680219743;193.7680250783699;1075.7555234288297;7.0;18343.0
L-codes/Neo-reGeorg;Neo-reGeorg;2603;4.71;28;3.0;0.0;116.0;0.0;1.0;424.0
sergejsha/pinned-section-listview;pinned-section-listview;2598;10.87;5;6.0;7.224956747275377;18.2;40.80147056173343;5.0;698.0
mongodb/mongo-java-driver;mongo-java-driver;2596;15.19;136;7.326120556414219;8.933178744263733;67.26429675425038;535.1426362391157;13.0;137587.0
noties/Markwon;Markwon;2596;6.85;33;5.432343234323432;4.804550591932718;6.295929592959296;35.83379606638817;13.0;27351.0
codedrinker/community;community;2592;4.92;0;4.26;4.7257168768346665;468.02;1833.1963341660924;4.0;9149.0
donkingliang/ConsecutiveScroller;ConsecutiveScroller;2592;4.02;50;4.933333333333334;6.1640535003806995;181.36666666666667;1329.5577205304862;3.0;3497.0
liangfeidotme/MasteringAndroidDataBinding;MasteringAndroidDataBinding;2590;8.81;0;3.923076923076923;2.827380915306016;1.0769230769230769;2.960289446906747;3.0;415.0
LuckyJayce/ViewPagerIndicator;ViewPagerIndicator;2588;9.45;16;5.31;4.679091792217802;20.01;84.84627216324827;6.0;4573.0
vdurmont/emoji-java;emoji-java;2586;9.5;19;3.392857142857143;3.1320838078812385;42.857142857142854;134.67864245935164;1.0;1311.0
cyrilmottier/GreenDroid;GreenDroid;2586;13.88;0;5.9;5.071564771425997;26.084615384615386;82.16625122418989;6.0;5453.0
facebookarchive/device-year-class;device-year-class;2582;9.05;2;3.857142857142857;2.4743582965269675;9.714285714285714;22.98269091365615;3.0;416.0
prontera/spring-cloud-rest-tcc;spring-cloud-rest-tcc;2579;8.3;0;6.787878787878788;5.841808090230746;1.7676767676767677;4.781758864153943;5.0;2042.0
Kyson/AndroidGodEye;AndroidGodEye;2576;6.33;10;4.455066921606119;5.389546938297356;7.868068833652008;57.25054621211996;4.0;13768.0
uncle-novel/uncle-novel;uncle-novel;2575;5.28;1;7.289962825278811;8.755111709139422;10.41635687732342;35.64912487284612;5.0;16991.0
thombergs/code-examples;code-examples;2573;6.65;0;4.123792270531401;3.841800870407388;2.773550724637681;14.452531027222799;5.0;25469.0
spring-projects/spring-batch;spring-batch;2573;13.35;44;5.809292929292929;6.028819214092642;12.577777777777778;78.56317737659403;6.0;91860.0
florent37/DiagonalLayout;DiagonalLayout;2571;7.44;0;5.875;5.3253521010351985;20.875;38.42016885699489;3.0;436.0
googlearchive/android-ConstraintLayoutExamples;android-ConstraintLayoutExamples;2566;7.06;1;3.075;2.6304704902355396;9.775;22.383573776320883;9.0;3508.0
mxn21/FlowingDrawer;FlowingDrawer;2566;8.61;0;4.096774193548387;5.287568126364608;57.29032258064516;242.82240869493913;3.0;1726.0
Haleydu/Cimoc;Cimoc;2565;3.7;61;5.8661157024793384;7.154049350005591;23.269421487603307;77.87106406537403;6.0;26130.0
xuuhaoo/OkSocket;OkSocket;2556;6.44;12;4.36;5.115049690211556;6.64;16.553058126320142;4.0;5016.0
katzer/cordova-plugin-local-notifications;cordova-plugin-local-notifications;2554;10.62;0;7.448275862068965;6.278514028546783;32.58620689655172;107.92414872824254;4.0;2449.0
bytedeco/javacpp-presets;javacpp-presets;2552;9.93;11;9.622449725776965;8.282514821507792;154652.74215722122;15480986.859503994;71.0;641501.0
Kong/unirest-java;unirest-java;2550;12.95;69;5.323529411764706;5.207422957030956;69.5;301.2009096399186;7.0;16632.0
apache/incubator-fury;incubator-fury;2550;0.9;10;5.612934362934363;7.503396057344645;34.86776061776062;241.72455702777643;52.0;55568.0
AigeStudio/WheelPicker;WheelPicker;2544;8.31;0;4.285714285714286;5.872801368884133;143.95238095238096;371.3825490413171;3.0;1440.0
aicareles/Android-BLE;Android-BLE;2540;7.32;1;4.822222222222222;6.264676594965311;27.272222222222222;114.58882195608764;5.0;8238.0
ag2s20150909/TTS;TTS;2538;2.87;22;5.325581395348837;7.7840652087201425;17.953488372093023;58.53321596796293;2.0;2671.0
RaiMan/SikuliX1;SikuliX1;2537;6.04;9;4.027538726333907;5.380777826472994;167.07573149741825;1750.8882450311671;73.0;56435.0
apache/incubator-hugegraph;incubator-hugegraph;2529;5.68;12;7.899922420480993;8.826316967568062;95.21722265321955;1156.0038793646056;89.0;111864.0
apache/netbeans;netbeans;2527;6.56;43;4.765979322556691;6.4516126628169825;57.46614211458274;1356.5122605436068;196.0;4455723.0
mcxtzhang/ZLayoutManager;ZLayoutManager;2524;7.41;0;4.125;2.750946806707344;6.4375;19.05573650505275;3.0;1452.0
Guardsquare/proguard;proguard;2523;4.99;28;9.255613126079448;13.36392233341602;58.3419689119171;537.1106225733182;7.0;33283.0
android/animation-samples;animation-samples;2521;4.62;0;5.485915492957746;5.827008407302504;9.54225352112676;32.88790677168511;3.0;4470.0
elye/loaderviewlibrary;loaderviewlibrary;2519;7.58;0;4.636363636363637;4.518099505377882;11.090909090909092;19.47237925162224;3.0;326.0
iPaulPro/Android-ItemTouchHelper-Demo;Android-ItemTouchHelper-Demo;2515;8.78;3;5.230769230769231;4.509031043000875;3.5384615384615383;7.238947911396056;2.0;246.0
starcwang/easy_javadoc;easy_javadoc;2513;4.58;0;4.854368932038835;5.502705013521159;34.213592233009706;246.45630781116435;2.0;5105.0
nutzam/nutz;nutz;2511;12.79;23;3.9975;5.673754819341421;63.4635;504.38400417514237;5.0;86334.0
javaee-samples/javaee7-samples;javaee7-samples;2510;10.57;0;5.021596244131455;4.000059070735777;2.043192488262911;6.6698123901468;4.0;18378.0
TencentCloud/TIMSDK;TIMSDK;2508;5.18;59;4.223030933194697;5.952341688585748;20.448141408890045;148.31567424404292;9.0;161440.0
Zomato/AndroidPhotoFilters;AndroidPhotoFilters;2507;7.79;3;3.869565217391304;2.7235582197157955;4.0;6.763071080122004;2.0;820.0
team-supercharge/ShimmerLayout;ShimmerLayout;2505;6.85;0;5.75;7.119515432949071;87.75;151.987458364169;2.0;305.0
zjw-swun/AppMethodOrder;AppMethodOrder;2503;6.99;0;4.428571428571429;2.2587697572631282;20.428571428571427;20.742345526945204;3.0;149.0
fossasia/susi_server;susi_server;2500;7.52;1;8.486880466472304;11.515953057242616;47.10787172011662;303.63911854570694;5.0;28556.0
yanzhenjie/Album;Album;2499;7.39;0;5.868020304568528;5.90816716317456;26.944162436548222;146.4801988625639;7.0;7485.0
